TT_simplifiedScientificName,hit_index,taicol_taxon_id,taicol_status
Desmodium zonatum,1,t0053360,not-accepted
Desmodium illinoense,,,
Dolichos lablab,1,t0054154,not-accepted
Entada pursaetha,1,t0046112,not-accepted
Erythrina indica,1,t0053601,not-accepted
Indigofera bungeana,,,
Lens culinaris,1,t0058136,not-accepted
Macroptilium atropurpureus,1,t0054371,not-accepted
Ormocarpum cochinchinense,1,t0054641,not-accepted
Phaseolus mungo,1,t0049307,not-accepted
Phaseolus radiatus,1,t0049307,not-accepted
Pterocarpus vidalianus,1,t0054990,not-accepted
Pueraria lobata,1,t0059136,not-accepted
Robinia pseudoacacia,1,t0075687,accepted
Senna sulfurea,1,t0075893,misapplied
Senna ×floribunda,,,
Wisteria venusta,1,t0069820,not-accepted
Glycyrrhiza glabra,,,
Polygala arcuata,1,t0054912,not-accepted
Polygala paniculata,1,t0054915,not-accepted
Polygala tatarinowii,1,t0054917,not-accepted
Salomonia oblongifolia,1,t0055197,not-accepted
Cotoneaster kudoi,,,
Cotoneaster lui,,,
Cotoneaster micropomus,,,
Cotoneaster nantouensis,1,[],
Osteomeles anthyllidifolia,1,t0054665,not-accepted
Osteomeles anthyllidifolia,2,t0058670,misapplied
Pourthiaea beauverdiana notabilis,1,t0059095,not-accepted
Potentilla amurensis,1,t0054944,not-accepted
Prunus cerasus,1,[],
Prunus ×yedoensis,,,
Pyrus serotina,1,t0059144,not-accepted
Rosa lucieae,,,
Rosa multiflora,1,[],
Rosa ×odorata,,,
Rubus howii,1,t0055141,misapplied
Rubus ×parvifraxinifolius,,,
Rubus hayatakoidzumii,1,t0105404,not-accepted
Rubus hayatakoidzumii,2,t0105404,not-accepted
Rubus hopingensis,1,t0055145,not-accepted
Rubus pinfaensis,1,t0055161,not-accepted
Rubus piptopetalus,1,t0055140,not-accepted
Spiraea japonica,1,[],
Berchemia racemosa,1,t0052724,misapplied
Trema orientale,1,t0069669,not-accepted
Artocarpus incisus,1,t0040269,misapplied
Ficus aurantiaca,1,t0099640,not-accepted
Ficus drupacea,,,
Boehmeria blinii,1,t0040399,not-accepted
Boehmeria wattersii,1,t0040399,not-accepted
Elatostema sessile,1,[],
Poikilospermum acuminatum,1,t0075435,not-accepted
Castanopsis faberi,1,t0052892,not-accepted
Lagenaria leucantha,1,t0054159,not-accepted
Melothria indica,,,
Trichosanthes laceribracteata,1,t0055652,not-accepted
Trichosanthes okamotoi,1,t0055653,not-accepted
Celastrus articulata,,,
Celastrus patentiflorus,1,[],
Euonymus chinensis,1,t0053877,not-accepted
Euonymus chinensis,2,,
Euonymus striata,,,
Tripterygium hypoglaucum,1,t0055676,not-accepted
Oxalis acetocella,1,[],
Garcinia mangostana,1,t0053762,accepted
Hypericum laxum,1,t0053988,not-accepted
Viola nagasawae,1,t0069792,not-accepted
Viola tashiroi,,,
Viola verecunda,1,t0049311,misapplied
Viola tricolor,1,[],
Salix purpurea,,,
Acalypha godseffiana,1,t0033559,not-accepted
Acalypha hamiltoniana,1,t0033559,not-accepted
Aleurites moluccana,1,[],
Euphorbia jolkinii,1,t0053646,not-accepted
Excoecaria bicolor,1,t0053672,not-accepted
Manihot palmata,1,[],
Pedilanthus tithymaloides,1,t0054731,not-accepted
Antidesma pentandrum,1,t0040199,not-accepted
Breynia nivosa,1,t0040448,not-accepted
Cicca acida,1,t0058993,not-accepted
Emblica officinalis,1,t0054800,not-accepted
Pelargonium ×hortorum,,,
Pelargonium ×hybridum,,,
Pelargonium ×roseum,,,
Pelargonium zonalle,,,
Trapa japonica,1,t0055638,not-accepted
Trapa maximowiczii,1,t0055639,misapplied
Trapa pseudoincisa,1,t0069662,not-accepted
Trapa quadrispinosa,1,t0055640,not-accepted
Trapa quadrispinosa,2,,
Fuchsia ×hybrida,,,
Ludwigia alternifolia,,,
Ludwigia glandulosa,,,
Ludwigia linearis,,,
Eugenia cumini,1,t0055523,not-accepted
Eugenia javanica,1,t0055530,not-accepted
Eugenia malaccensis,1,t0055528,not-accepted
Psidium littorale,1,t0075512,not-accepted
Tashiroea laisherana,1,[],
Bredia penduliflora,1,t0040445,not-accepted
Bredia penduliflora,2,,
Memecylon affine,1,[],
Pleroma semidecandrum,,,
Pleroma heteromallum,,,
Euscaphis japonica,1,t0053665,not-accepted
Turpinia formosana,1,t0055696,not-accepted
Turpinia ovalifolia,1,t0055697,not-accepted
Turpinia ternata,1,t0055698,not-accepted
Schinus terebinthifolius,1,t0055242,not-accepted
Toxicodendron diversilobum,,,
Toxicodendron pubescens,,,
Acer caudatifolium,1,t0033569,not-accepted
Acer tutcheri,1,[],
Allophylus timorensis,,,
Sapindus saponaria,1,t0055225,not-accepted
Citrus × limon,1,t0053033,accepted
Citrus taiwanica,1,t0053034,accepted
Citrus taiwanica,2,t0053032,not-accepted
Citrus trifoliata,1,t0054926,not-accepted
Citrus bergamia,1,t0053032,not-accepted
Citrus poonensis,1,t0058813,not-accepted
Fortunella crassifolia,1,t0058814,not-accepted
Fortunella japonica,1,t0058814,not-accepted
Brucea amarissima,1,t0040467,not-accepted
Simarouba amara,,,
Swietenia mahogoni,1,t0055491,not-accepted
Chorisia speciosa,1,t0052988,not-accepted
Malva rotundifolia,1,t0054390,not-accepted
Malva sylvestris,1,t0058506,misapplied
Waltheria americana,1,t0049343,not-accepted
Barbarea arisanensis,1,t0052695,not-accepted
Brassica japonica,,,
Brassica parachinensis,,,
Cardamine flexuosa,1,t0040626,misapplied
Cardamine parviflora,1,[],
Cardamine resedifolia,,,
Eutrema japonica,1,t0053668,not-accepted
Raphanus acanthiformis,1,t0055045,not-accepted
Raphanus sativus,1,t0055045,not-accepted
Viscum liquidambaricola,1,t0049328,not-accepted
Tamarix juniperina,1,t0055552,not-accepted
Cerastium formosanum,1,t0073130,not-accepted
Cerastium holosteoides,1,[],
Cerastium parvipetalum,1,t0052932,not-accepted
Dianthus ×hybridus,,,
Silene glabella,1,t0055348,not-accepted
Silene formosamontana,1,t0075910,not-accepted
Alternanthera polygonoides,1,t0040130,not-accepted
Chenopodium ambrosioides,1,t0053465,not-accepted
Telanthera bettzichian,,,
Telanthera versicoloa,1,t0058355,not-accepted
Cryophytum bilobum,,,
Cryophytum springbokense,,,
Mesembryanthemum pentagonus,,,
Mesembryanthemum spectabile,1,t0058115,not-accepted
Aptenia cordifolia,1,t0028632,not-accepted
Boerhavia hualienense,1,t0072874,not-accepted
Bougainvillea ×buttiana,,,
Cereus pitahaya,,,
Hylocereus undatus,1,t0058239,not-accepted
Echinocereus viridiflorus,,,
Epixochia ×splendens,,,
Gymnocalycium bruchii,,,
Notocactus submammulosus,,,
Hydrangea cuspidata,,,
Hydrangea scandens,1,[],
Schizophragma integrifolium,1,t0107058,not-accepted
Benthamidia japonica,1,[],
Swida controversa,1,t0069488,not-accepted
Swida macrophylla,1,t0058315,not-accepted
Anneslea lanceolata,1,t0040174,not-accepted
Lucuma nervosa,1,t0054325,not-accepted
Anagallis arvensis,1,t0046172,not-accepted
Anagallis minima,1,t0046096,not-accepted
Lysimachia ardisioides,1,t0054351,not-accepted
Lysimachia remota remota,,,
Lysimachia christiniae,,,
Lysimachia leucantha,1,t0054352,misapplied
Maesa elmerii,1,t0054373,not-accepted
Gordonia axillaris,1,t0059078,not-accepted
Pyrenaria buisanensis,1,t0059140,not-accepted
Symplocos hualiensis,1,t0055499,not-accepted
Symplocos pendula,1,t0058322,misapplied
Actinidia chinensis,1,[],
Saurauia tristyla,1,[],
Enkianthus quinquefolius,1,t0057321,not-accepted
Monotropa taiwaniana,1,t0054491,not-accepted
Monotropastrum humile,1,t0054492,not-accepted
Monotropastrum macrocarpum,1,t0054493,not-accepted
Rhododendron indicum,1,[],
Nothapodytes nimmoniana,1,t0105657,accepted
Galium kwazanense,,,
Galium maborasense,1,t0053752,not-accepted
Ixora ×westii,,,
Ixora chinensis,1,t0054107,not-accepted
Ixora wallichii,,,
Scleromitrion brachypodium,,,
Oldenlandia paniculatum,,,
Hedyotis tetrangularis,,,
Aidia cochinchinensis,1,t0059166,not-accepted
Benkara sinensis,1,[],
Catunaregam spinosa,1,t0055029,not-accepted
Gardenia angusta,,,
Mussaenda formosana,1,t0074868,not-accepted
Borreria latifolia,1,t0055420,not-accepted
Borreria stricta,1,[],
Coffea canephora,,,
Cinchona ×hybrida,,,
Serissa serissoides,1,t0055316,not-accepted
Lasianthus tawadae,1,t0054174,not-accepted
Nertera granadense,1,t0058626,not-accepted
Nertera depressa,1,t0058626,not-accepted
Neolamarckia cadamba,,,
Gentiana loureirii,1,[],
Swertia matsudae,1,t0055489,not-accepted
Lomatogonium chilaiense,,,
Tripterospermum lilungshanense,1,t0069694,not-accepted
Cynanchum atratum,1,t0046066,not-accepted
Nerium indicum,1,t0054571,not-accepted
Trachelospermum majus,1,t0103298,not-accepted
Vinca rosea,1,t0058737,not-accepted
Anodendron benthamiana,1,t0040182,not-accepted
Tylophora lui,1,t0046070,not-accepted
Tylophora oshimae,1,t0046071,not-accepted
Tylophora ovata,1,t0046068,not-accepted
Tylophora sui,1,t0046072,not-accepted
Tylophora taiwanensis,1,t0046073,not-accepted
Tylophora brevipes,1,t0069718,not-accepted
Tylophora insulana,1,t0046069,not-accepted
Pergularia odoratissima,1,[],
Wrightia pubescens laniti,,,
Cynoglossum formosanum,1,t0053250,not-accepted
Heliotropium formosanum,1,t0053913,not-accepted
Heliotropium procumbens,1,t0074255,not-accepted
Ipomoea reptans,1,t0054056,not-accepted
Ipomoea staphylina,1,t0054073,misapplied
Convolvulus parviflorus,1,t0058095,not-accepted
Camonea vitifolia,1,t0040590,not-accepted
Merremia aegyptia,1,t0057277,not-accepted
Camonea umbellata,1,t0040589,not-accepted
Solanum luzoniense,1,t0033499,not-accepted
Solanum macaonense,1,t0033497,not-accepted
Solanum peikuoensis,1,t0033495,not-accepted
Solanum undatum,1,t0033491,not-accepted
Solanum biflorum,1,t0058473,not-accepted
Nicotiana ×sanderi,,,
Physalis alkekengi,,,
Datura meteloides,1,t0053299,not-accepted
Petunia ×atkinsiana,,,
Lycopersicon lycopersicum,1,[],
Nemophila menziesii,,,
Ligustrum seisuiense,1,t0054232,not-accepted
Osmanthus integrifolius,1,t0054661,not-accepted
Streptocarpus ×kewensis,,,
Chirita anachoreta,1,t0052976,not-accepted
Paraboea swinhoei,1,t0075117,not-accepted
Achimenes ×hybrida,,,
Didymocarpus anachoretus,1,t0052976,not-accepted
Veronica galactites,1,t0049278,not-accepted
Bacopa carolineana,1,t0072771,not-accepted
Lindernia hyssopoides,1,t0074593,not-accepted
Vandellia anagallis,1,t0058405,not-accepted
Justicia ciliata,1,[],
Aphelandra aurantiaca,,,
Asystasiella neesiana,1,t0040306,not-accepted
Hemigraphis repanda,1,t0074261,not-accepted
Pseuderanthemum maculatum,,,
Adhatoda vasica,1,t0057321,not-accepted
Calliaspidia guttata,1,t0054133,not-accepted
Pseuderanthemum carruthersii,,,
Tabebuia chrysantha,1,t0069515,not-accepted
Parmentiera indicum,,,
Utricularia vulgaris,1,[],
Lantana nivea,1,t0054169,misapplied
Lantana tiliaefolia,,,
Stachytarpheta dichotoma,1,t0055448,not-accepted
Salvia viridis,,,
Clerodendrum ohwii,1,t0053066,not-accepted
Clerodendrum brachyanthum,,,
Clerodendrum intermedium,1,t0073297,misapplied
Scutellaria javanica,1,[],
Nepeta japonica,1,t0052876,not-accepted
Premna chevalieri,,,
Callicarpa mollis,1,[],
Callicarpa oshimensis,,,
Callicarpa poilanei,,,
Ajuga ciliata,,,
Lamium chinense,1,t0074479,misapplied
Leonurus sibiricus,1,t0054200,misapplied
Mentha arvensis,1,t0054443,not-accepted
Ocimum tenuiflorum,1,t0054612,not-accepted
Gomphostemma formosana,1,t0053838,not-accepted
Mosla formosana,1,t0054501,not-accepted
Paraphlomis rugosa,1,t0058692,not-accepted
Pogostemon auricularius,1,t0054904,not-accepted
Mazus stachydifolius,1,[],
Mimulus tenellus,1,t0074823,not-accepted
Paulownia ×taiwaniana,,,
Paulownia tomentosa,,,
Pedicularis nanfutashanensis,1,t0058707,not-accepted
Euphrasia bilineata,1,t0073931,not-accepted
Euphrasia exilis,1,t0073931,not-accepted
Euphrasia masamuneana,1,t0073931,not-accepted
Euphrasia matsudae,1,t0073931,not-accepted
Euphrasia pumilio,1,t0073931,not-accepted
Lathraea japonica,,,
Codonopsis convolvulacea,,,
Codonopsis pilosula,,,
Nymphoides cristata,1,t0054598,not-accepted
Senecio campestris,1,[],
Vernonia andersonii,1,t0049271,misapplied
Eupatorium luchuense,1,t0053635,misapplied
Artemisia mongolica,1,[],
Artemisia mongolica,2,[],
Hieracium pinanense,1,t0053939,not-accepted
Helichrysum bracteatum,1,t0053907,not-accepted
Cirsium albescens,1,t0053017,not-accepted
Cirsium formosanum,,,
Aster shimadae,1,t0061066,not-accepted
Aster laurureanus,1,t0040298,not-accepted
Solidago virgaurea,1,t0100454,accepted
Solidago canadensis,1,[],
Nidorella aegyptiaca,,,
Erigeron bonariensis,1,t0053106,not-accepted
Erigeron canadensis,1,t0053107,not-accepted
Eschenbachia japonica,1,t0053109,not-accepted
Eschenbachia leucantha,,,
Erigeron sumatrensis,1,t0073443,not-accepted
Erigeron thunbergii,,,
Erigeron linifolius,1,t0053106,not-accepted
Helianthus cucumerifolius,1,t0057989,not-accepted
Lactuca debilis,1,t0054101,not-accepted
Cichorium endivia,1,t0053001,not-accepted
Dahlia ×hortensis,,,
Tagetes tenuifolia,1,t0055541,not-accepted
Anaphalis margaritacea,1,[],
Blumea membranacea,1,[],
Glebionis coronaria,1,t0052992,not-accepted
Gynura cardunculus,,,
Gynura pinnatifida,1,t0053882,not-accepted
Gynura regetum,,,
Ixeris japonica,1,[],
Paraprenanthes melanantha,1,[],
Parasenecio monantha,1,t0054697,misapplied
Praxelis pauciflora,1,t0033521,not-accepted
Sigesbeckia glabrescens,1,t0055342,not-accepted
Syneilesis intermedia,1,t0058327,not-accepted
Wedelia chinensis,1,t0055427,not-accepted
Wedelia montana,1,t0058073,not-accepted
Wedelia trilobata,1,t0058277,not-accepted
Arctotis stoechadifolia,,,
Chrysanthemum frutescens,1,t0052993,not-accepted
Chrysanthemum leucanthemum,1,t0054222,not-accepted
Ethulia conyoides,,,
Synurus taiwanianus,1,t0058201,not-accepted
Wollastonia montana,1,t0058073,not-accepted
Viburnum arboricola,1,t0057482,not-accepted
Viburnum dilatatum,,,
Viburnum suspensum,,,
Triplostegia formosa,,,
Heptapleurum ellipticum ellipticum,,,
Hydrocotyle keelungensis,1,t0053967,not-accepted
Hedera japonica,1,t0058935,not-accepted
Pimpinella tagawae,1,[],
Angelica taiwaniana,1,t0040169,not-accepted
Carum petroselinum,,,
Gaultheria leucocarpa,1,[],
Desmodium laxum,1,t0103673,not-accepted
Quercus acuta,1,t0058462,not-accepted
Swertia kuroiwai,1,t0055488,misapplied
Archangiopteris henryi,1,[],
Maesa montana,1,[],
Rhizophora mucronata,1,t0055067,misapplied
Symplocos glomerata,1,t0124183,accepted
Aristolochia shimadae,1,t0061042,not-accepted
Acer cissifolium,,,
Ilex mutchagara,1,t0054028,misapplied
Athyrium japonicum,1,t0100553,misapplied
Deparia pycnosora,1,[],
Juniperus communis,,,
Daphniphyllum teijsmannii,,,
Schizocodon soldanelloides,,,
Dioscorea pentaphylla,1,t0053403,not-accepted
Cyrtomium longipes,1,t0026637,not-accepted
Menziesia multiflora,,,
Astragalus mollissimus,,,
Desmodium incanum,1,t0053351,not-accepted
Cinnamomum doederleinii,,,
Hemianthus micranthemoides,1,t0054452,not-accepted
Hyphear kaoi,1,t0074644,not-accepted
Cyclea hypoglauca,,,
Ludwigia peploides,1,[],
Chloris radiata,,,
Sorghum vulgare,1,t0058272,not-accepted
Sorghum verticilliflorum,,,
Cyclosorus tottoides,1,t0026965,not-accepted
Vitis heyneana,,,
Quercus serrata,1,t0052890,not-accepted
Leucas mollissima,1,[],
Pourthiaea villosa,1,[],
Arisaema concinnum,,,
Huperzia serrata serrata,1,t0105573,accepted
Huperzia serrata longipetiolata,1,t0058031,not-accepted
Huperzia serrata longipetiolata,2,t0058031,not-accepted
Huperzia serrata myriophyllifolia,1,t0026336,not-accepted
Huperzia serrata myriophyllifolia,2,t0026336,not-accepted
Isoetes taiwanensis kinmenensis,1,t0086565,accepted
Selaginella doederleinii doederleinii,1,t0084627,accepted
Selaginella doederleinii trachyphylla,1,t0084628,accepted
Selaginella helvetica helvetica,,,
Selaginella helvetica pseudonipponica,1,t0058237,accepted
Equisetum ramosissimum ramosissimum,1,t0105591,accepted
Equisetum ramosissimum debile,1,t0103465,accepted
Cephalomanes javanicum asplenioides,1,t0026404,not-accepted
Crepidomanes schmidtianum latifrons,1,t0086566,accepted
Tapeinidium pinnatum pinnatum,1,t0102549,accepted
Lindsaea orbiculata orbiculata,1,t0102548,accepted
Lindsaea orbiculata recedens,1,t0103466,accepted
Pteridium latiusculum japonicum,1,t0059119,not-accepted
Microlepia marginata marginata,1,t0101878,accepted
Microlepia marginata bipinnata,1,t0026604,not-accepted
Ceratopteris gaudichaudii vulgaris,1,t0086567,accepted
Pteris cretica cretica,1,t0102192,accepted
Pteris cretica laeta,1,t0026508,not-accepted
Pteris cretica laeta,2,t0026508,not-accepted
Pteris dimorpha dimorpha,1,t0086568,accepted
Pteris dimorpha metagrevilleana,1,t0086569,accepted
Pteris dimorpha prolongata,1,t0086570,accepted
Pteris grevilleana grevilleana,1,t0086963,not-accepted
Pteris grevilleana grevilleana,2,t0086963,accepted
Pteris grevilleana ornata,1,t0087608,accepted
Pteris grevilleana ornata,2,t0087608,not-accepted
Adiantum capillus-veneris lanyuanum,,,
Asplenium yoshinagae indicum,1,t0103474,accepted
Asplenium yoshinagae indicum,2,t0026925,not-accepted
Athyrium delavayi subrigescens,1,t0040308,accepted
Athyrium iseanum angustisectum,1,t0086576,accepted
Athyrium iseanum angustisectum,2,t0086576,not-accepted
Cornopteris decurrenti-alata decurrenti-alata,,,
Cornopteris decurrenti-alata pilosella,,,
Diplazium esculentum esculentum,1,t0057259,accepted
Arachniodes rhomboidea rhomboidea,1,t0086571,not-accepted
Arachniodes rhomboidea yakusimensis,1,t0040217,not-accepted
Cyrtomium falcatum falcatum,1,t0084593,accepted
Cyrtomium falcatum australe,1,t0085097,accepted
Cyrtomium falcatum australe,2,t0085097,not-accepted
Cyrtomium macrophyllum macrophyllum,1,t0105602,accepted
Cyrtomium macrophyllum simadae,1,t0026643,not-accepted
Dryopteris enneaphylla enneaphylla,1,t0102550,accepted
Dryopteris enneaphylla pseudosieboldii,1,t0026683,not-accepted
Dryopteris wallichiana wallichiana,1,t0057293,accepted
Dryopteris wallichiana nepalensis,1,t0057292,misapplied
Oreogrammitis congener congener,1,t0086529,accepted
Oreogrammitis congener polytricha,1,t0086572,accepted
Pinus armandii armandii,,,
Pinus armandii mastersiana,1,t0059014,accepted
Pinus massoniana massoniana,1,[],
Keteleeria davidiana formosana,1,t0058106,accepted
Keteleeria davidiana formosana,2,,
Keteleeria fortunei cyclolepis,,,
Keteleeria fortunei oblonga,,,
Chamaecyparis obtusa obtusa,1,t0052943,not-accepted
Chamaecyparis obtusa formosana,1,t0086676,accepted
Chamaecyparis obtusa formosana,2,,
Juniperus chinensis chinensis,1,t0087606,accepted
Juniperus formosana formosana,1,t0086540,accepted
Taxus cuspidata microcar,,,
Cephalotaxus harringtonii wilsoniana,1,t0052928,not-accepted
Myristica ceylanica cagayanensis,1,t0086903,accepted
Myristica elliptica simiarum,1,t0086904,accepted
Michelia compressa formosana,1,t0086525,not-accepted
Michelia compressa lanyuensis,1,t0058497,not-accepted
Litsea akoensis akoensis,1,t0086887,accepted
Litsea akoensis chitouchiaoensis,1,t0087381,accepted
Litsea akoensis sasakii,1,t0058465,accepted
Litsea cubeba formosana,1,[],
Litsea elongata mushaensis,1,t0058466,accepted
Litsea lii nunkao-tahangensis,,,
Litsea rotundifolia oblongifolia,1,t0058467,accepted
Machilus obovatifolius taiwuensis,,,
Neolitsea aciculata variabillima,1,t0058618,accepted
Neolitsea sericea aurata,1,t0086908,accepted
Persea americana drymifolia,1,t0054753,not-accepted
Aglaonema commutatum elegans,1,t0033643,accepted
Aglaonema commutatum maculatum,,,
Aglaonema nitidum curtisii,1,t0087502,accepted
Aglaonema pictum tricolor,,,
Arisaema taiwanense taiwanense,1,t0086628,accepted
Arisaema taiwanense brevipedunculatum,1,t0087351,accepted
Arisaema thunbergii autumnale,1,t0085090,accepted
Colocasia esculenta antiquorum,1,t0086727,accepted
Colocasia affinis jenningsii,,,
Dieffenbachia maculata angustior,,,
Dieffenbachia maculata jenmannii,,,
Dieffenbachia seguine barraquiniana,,,
Dieffenbachia seguine decora,,,
Dieffenbachia seguine liturata,,,
Dieffenbachia seguine nobilis,,,
Monstera obliqua explata,,,
Philodendron hederaceum hederaceum,,,
Sagittaria guayanensis lappula,1,t0055189,accepted
Dioscorea japonica japonica,1,t0057251,accepted
Dioscorea japonica oldhamii,1,t0087368,accepted
Dioscorea japonica pseudojaponica,1,t0086785,accepted
Paris polyphylla stenophylla,1,t0058696,accepted
Paris polyphylla taitungensis,1,t0058697,accepted
Smilax bracteata bracteata,1,t0087045,accepted
Smilax planipedunculata raishaensis,1,t0055361,not-accepted
Lilium longiflorum scabrum,1,t0086546,accepted
Lilium speciosum gloriosoides,1,t0058170,accepted
Lilium lancifolium scabrum,,,
Tricyrtis formosana formosana,1,t0058450,not-accepted
Tricyrtis formosana formosana,2,t0058450,not-accepted
Tricyrtis formosana grandiflora,1,t0055655,not-accepted
Tricyrtis formosana lasiocarpa,1,t0105443,not-accepted
Tricyrtis formosana ovatifolia,1,t0058449,not-accepted
Tricyrtis formosana stolonifera,1,t0058450,not-accepted
Tricyrtis formosana stolonifera,2,,
Fritillaria verticillata thunbergii,,,
Aphyllorchis montana membranacea,1,t0086627,accepted
Bletilla formosana kotoensis,1,t0102278,accepted
Bulbophyllum albociliatum albociliatum,1,t0040493,not-accepted
Bulbophyllum albociliatum shanlinshiense,1,t0033500,not-accepted
Bulbophyllum albociliatum weiminianum,1,t0087354,accepted
Bulbophyllum electrinum calvum,1,t0087355,not-accepted
Bulbophyllum electrinum sui,1,t0040497,accepted
Bulbophyllum hirundinis hirundinis,,,
Bulbophyllum hirundinis calvum,1,t0087355,accepted
Bulbophyllum hirundinis puniceum,1,t0087356,accepted
Bulbophyllum kuanwuense kuanwuense,1,t0033502,not-accepted
Bulbophyllum kuanwuense peitawuense,1,t0086656,accepted
Bulbophyllum setaceum pilusiense,1,t0086659,accepted
Calanthe davidii davidii,1,t0040544,accepted
Calanthe davidii matsudae,1,t0086660,accepted
Cattleya labiata dowiana,,,
Cattleya labiata gaskelliana,,,
Cattleya labiata mendelii,,,
Cattleya labiata mossiae,,,
Cattleya labiata trianaei,,,
Cattleya labiata warneri,,,
Cattleya labiata warscewiczii,,,
Cephalantheropsis obcordata alboflavescens,1,t0086673,accepted
Cheirostylis pusilla simplex,1,t0087362,accepted
Cremastra appendiculata variabilis,,,
Cymbidium ensifolium ensifolium,,,
Cymbidium formosanum formosanum,1,t0058902,not-accepted
Cymbidium formosanum gracillimum,1,t0058902,not-accepted
Cymbidium lancifolium lancifolium,1,t0102093,accepted
Cymbidium lancifolium aspidistrifolium,1,t0058904,accepted
Cymbidium lancifolium aspidistrifolium,2,t0058904,not-accepted
Cymbidium lancifolium papuanum,1,t0102093,not-accepted
Cymbidium lancifolium syunitianum,1,t0058905,accepted
Cymbidium sinense albo-jucundissimum,,,
Cymbidium gyokuchin soshin,1,t0053228,not-accepted
Dendrobium moniliforme moniliforme,,,
Dendrobium nobile formosanum,1,t0058930,accepted
Dendrobium xantholeucum tairukounia,1,t0058931,accepted
Didymoplexis pallens pallens,1,t0057245,accepted
Didymoplexis pallens nantouensis,1,t0086782,accepted
Erythrodes triantherae triantherae,1,t0053603,not-accepted
Erythrodes triantherae ecalcarata,1,t0053603,not-accepted
Eulophia pulchra pelorica,1,t0053619,not-accepted
Gastrochilus matsudae matsudae,,,
Gastrodia confusoides confusoides,1,t0102284,accepted
Gastrodia confusoides taitungensis,1,t0086828,accepted
Gastrodia elata flavida,1,t0053783,not-accepted
Gastrodia elata glauca,1,t0053783,not-accepted
Gastrodia fontinalis fontinalis,1,t0086829,accepted
Gastrodia fontinalis suburceolata,1,t0086830,accepted
Goodyera foliosa foliosa,,,
Goodyera foliosa taoana,1,t0053848,not-accepted
Goodyera similis albonervosa,1,t0086843,accepted
Goodyera similis albonervosa,2,t0086843,not-accepted
Goodyera velutina albo-nervosa,,,
Herminium lanceum longicrure,1,t0053923,not-accepted
Lecanorchis flavicans acutiloba,1,t0054190,not-accepted
Lecanorchis japonica thalassica,1,t0054188,not-accepted
Lecanorchis kiusiana albida,1,t0058132,not-accepted
Lecanorchis nigricans nigricans,1,t0103360,accepted
Lecanorchis nigricans yakusimensis,1,t0086545,not-accepted
Lecanorchis subpelorica subpelorica,,,
Lecanorchis subpelorica latens,1,t0054187,not-accepted
Neottia fukuyamae fukuyamae,,,
Neottia fukuyamae chilaiensis,1,t0054556,not-accepted
Odontochilus brevistylis candidus,1,[],
Peristylus lacertifer lacertifer,1,t0086942,accepted
Phalaenopsis aphrodite formosana,1,t0085100,not-accepted
Phalaenopsis decumbens lobbii,1,t0086944,accepted
Phalaenopsis sumatrana gersenii,,,
Saccolabiopsis viridiflora taiwaniana,1,t0075720,accepted
Yoania amagiensis squamipes,1,t0087114,accepted
Zeuxine strateumatica rupicola,1,t0102295,accepted
Zeuxine strateumatica rupicola,2,t0057517,not-accepted
Aerides quinquevulnerum purpuratum,,,
Doritis pulcherrima buyssoniana,,,
Myrmechis japonica sasakii,1,t0102290,not-accepted
Paphiopedilum chamberlainianum flavescens,,,
Paphiopedilum glaucophyllum moquetteanum,,,
Paphiopedilum insigne chantinii,,,
Paphiopedilum insigne mauli,,,
Paphiopedilum insigne maximum,,,
Paphiopedilum insigne sanderae,,,
Paphiopedilum tonsum cupreum,,,
Paphiopedilum tonsum curtissifolium,,,
Paphiopedilum venustum pardinum,,,
Rhynchostylis gigantea petoliana,,,
Tulotis ussuriensis transnokoensis,1,t0054875,not-accepted
Watsonia rosea adernei,,,
Allium bakeri morrisonense,1,t0086604,accepted
Allium fistulosum caespitosum,1,t0033694,not-accepted
Allium fistulosum giganteum,1,t0033694,not-accepted
Allium tenuissimum anisopodium,,,
Agave americana variegata,1,t0086602,accepted
Agave angustifolia marginata,,,
Agave lophantha latifolia,,,
Agave potatorum verschaffeltii,,,
Rohdea japonica watanabei,1,t0059195,not-accepted
Disporopsis fuscopicta arisanensis,1,t0057269,accepted
Liriope graminifolia,1,[],
Peliosanthes teta humilis,1,t0054732,not-accepted
Peliosanthes teta kaoi,1,t0058711,not-accepted
Polygonatum odoratum pluriflorum,1,t0059074,accepted
Aloe humilis echinata,1,t0086605,accepted
Aloe variegata ausana,1,t0087624,accepted
Hemerocallis fulva kwanso,,,
Haworthia margaritifera maxima,,,
Haworthia reinwardtii bullula,,,
Haworthia reinwardtii chalwinii,,,
Livistona chinensis subglobosa,1,t0058468,accepted
Murdannia taiwanensis lilungensis,,,
Canna indica orientalis,1,t0123876,accepted
Musa itinerans chiumeiae,,,
Musa itinerans kavalanensis,1,t0087387,accepted
Alpinia pricei pricei,1,t0102077,accepted
Alpinia pricei sessiliflora,1,t0033720,accepted
Alpinia shimadae shimadae,1,t0102078,accepted
Alpinia shimadae kawakamii,1,t0040127,accepted
Hedychium coronarium flavescens,,,
Aechmea fulgens discolor,1,t0033612,not-accepted
Billbergia pyramidalis concolor,1,t0040379,not-accepted
Cryptanthus acaulis ruber,,,
Eriocaulon merrillii suishaense,1,t0053592,not-accepted
Juncus effusus decipiens,1,t0087380,accepted
